User Name ,Date,Rating,Content
Rayse Straatmeyer,2023/10/01,3,nagged to review you get 3
Colby Teel,2023/10/12,5,All spud no dud!
Paul Fickinger,2023/05/18,5,"What is best in life? To crush your enemies, see them driven before you, and to hear the lamentations of their women. Also Potato. 5/5"
David Monsch,2023/10/27,5,5/5. one of the best time killers there is 😍
Gregory Stobert,2023/04/10,5,Great game for the price.
Chin Hang Chiew,2023/07/02,4,Please unlock mod features
-Dark Ghost-,2023/06/27,5,Best God damn game
Jayce Roque,2023/03/28,5,100% worth the wait! Amazing game!
Tylere Mueller,2023/04/16,5,great game lots of replay value
Aaron Scarzfava,2023/05/24,5,I love this game and play it nonstop!
bumpord,2023/03/28,5,I love this game great game 10/10 would recommend
Koro -_- Sensei,2023/09/03,5,👍 awesome great to play
TRAN THUAN LUONG,2023/10/07,5,Hope more characters will be released
Symuz,2023/07/02,4,have some bug
Andrew Pyhtila,2023/05/11,5,Crack is probably less addictive
Tyler Mauller,2023/05/24,3,"How do I refund, it gave me the option of refunding before but now it won't."
Tim Leake,2023/04/10,4,Game is a little hard
Vincent Thibault,2023/06/17,5,Nice game. Lots of fun
Daniel Overstreet,2023/05/06,5,great game keep it up devs!!
Gio (Gio),2023/06/27,5,a must buy!
Erik Schwartz,2023/04/23,5,better on the phone!
Dominic McCaslin,2023/05/14,5,just a really fun game
Jathem Sonet,2023/04/16,5,love this game. hate rngesus.
Samuel Raines,2023/05/31,5,I've been waiting so long for this! Awesome game!
Bruce Bombard,2023/05/19,5,wish the card system w spuds was in this version :(
Tan Jian Li,2023/06/06,5,really a good game to play
Mark Redfern,2023/05/18,5,fun gameplay loop
Vimce Rhowa,2023/07/14,5,it's really a fun game
Thomas “Admiral_Agar” Agar,2023/06/09,5,Great for passing time
cody wilbourn,2023/05/19,5,"it's brotato. if you don't know yet, educate yourself"
PatRick,2023/05/27,5,It's Brotato. You really can't go wrong.
ahmad roushdy elnazer,2023/07/18,5,"it is basically vampire survivors, with guns"
Rhyley Donovan,2023/05/18,5,love this game
N C,2023/05/29,5,brotato for your phone.
Bogdan Mircia,2023/05/16,5,I just love this game!
Vo bin,2023/07/30,5,Game so good
The bird Chronicles radio,2023/05/24,5,Quite fun game
Marcel Durston,2023/05/23,4,Great game so far
Chrissy Mayne,2023/05/01,5,Just as good as the steam version!
Danny b,2023/06/27,4,decent time killed
Weldon Chandler,2023/06/01,5,yes this is super good
Thomas Lohuis,2023/04/28,5,Absolutely love it !!
William Geisweit,2023/04/26,5,I never knew I needed a potato with a gun in my life. 10/10
Quân Nguyễn Anh,2023/04/02,5,Very funny and addicted
SNYPER MAN12,2023/06/03,5,10/10 game
afnan hadi,2023/06/08,5,Best hard gamee
Nutt Bhanidch,2023/04/19,5,great game to kill a time
Mack,2023/03/30,5,Please add portrait gameplay!!
James Riner,2023/04/17,5,Love this game. need I say more
Carson Witherington,2023/04/14,5,Make the game a lil more easy
Tracy Holiday,2023/04/11,5,amazing game 10/10
Jovan Lopez,2023/04/03,4,I appreciate you guys for the good service
Tomas Kocur,2023/05/15,5,"Love it, true RPG in it's core"
Daniel H,2023/05/14,5,"stupid, fun, stupid fun"
Jeff T,2023/05/03,5,super fun I love this game
Cory Krzebietke,2023/04/15,5,"super fun, great game!"
Max Mileaf,2023/04/23,5,"Brotato, dope on PC, doper on mobile"
Amer Jarebica,2023/04/26,5,I love this game!!!!!!!
Daniella Hansen,2023/05/12,5,its amazing i love it
Craig Essex,2023/04/16,5,It's Tough but I love it 😁
Noah Wood,2023/04/14,1,Quit asking multiple times for a rating while I am playing.
Keegan Timpanaro,2023/04/22,5,This game is absolutely phenomenal!
Wayon Walker,2023/05/11,5,I LOVE THIS F***ING GAME!!!!...... that is all
Jaime Garcia,2023/04/26,5,Really good game I like it
Flynn Hayward,2023/04/15,5,This good game have not got of it
Leon D,2023/04/20,5,Great game highly reccomended
Nicholas Twiggs,2023/05/02,5,fun little game
Charles Dela Cruz,2023/03/28,5,Great game would recommend
Vanilla Raider,2023/04/14,5,it is super fun
Adam Breedlove,2023/05/08,5,best mobile game
TTV_CORPSE 11,2023/04/16,5,the best game ever
Vladimir Pladd (SadVlad),2023/05/11,2,Just started. So far so good
Michael Vitale,2023/05/09,5,This game is amazing.
Abhinav Singh,2023/06/16,5,It's so awesome!
Colton Skalak,2023/06/29,5,reminds me of boi
Justin,2023/06/16,5,Great roguelike game
Jarrod,2023/05/01,5,actually awesome game
Joko Nagamatsu,2023/08/15,5,Satisfying game lmao.
Florida Man,2023/04/20,4,good can be better
Petr Novák,2023/04/30,5,best in class
Sean McMickle,2023/06/27,5,Enjoying so far
Trey McQuaid,2023/04/28,5,worth. every. penny.
Ian Coderre,2023/05/19,5,funny potato smash bugs
mike mcbeth,2023/05/20,5,fun time waster
Isaac Eli,2023/06/02,5,Best potato game
Z0mbi3 B4g3lz,2023/07/21,3,leave me alone
Brayden Turner,2023/07/31,5,A Must Buy!
Cody Brown,2023/07/14,5,bro down tater tot
Jeshua Andres Cartoons And More,2023/04/05,5,That Game Was Fantastic
Joseph Gonçalves,2023/06/13,5,Potata (said in Irish accent)
Steven Cloutier,2023/04/09,5,More More MORE I want More!
abraham rosalio garcia rivera,2023/04/28,5,minified bindings of issac on the phone
MrSuradechTH,2023/05/24,1,fk this game I got banned by nothing i do fk
Thelim Thelim,2023/06/10,5,the best game 🤩
Agnieszka Mularczyk,2023/06/12,5,Super u should by £££
Cobie K. Grace,2023/05/17,5,Great game(boo)
Muhammad Fariz,2023/05/15,5,Best game ty
Ethan Harrison,2023/05/21,5,I love it.
Aivan lovigie Sanguyo,2023/06/18,5,𝖳𝗁𝗂𝗌 𝗂𝗌 𝖺 𝖻𝗋𝖾𝖾𝗆 𝖼𝗈𝗆𝖾 𝗍𝗋𝗎𝖾
Magic Chess,2023/06/10,5,Plzz fix the arm dealer
Dave Woodward,2023/06/14,5,Yay no dumb F2P models
Don Large,2023/05/15,5,it don't gliche as badly now
Martin,2023/04/10,5,Best game made
Vidmantas Šulskis,2023/06/12,5,Good so far!
Anthony Tram,2023/05/10,4,"Will Lich, Cyborg, and Jack come to mobile version???"
Genesis Aporador,2023/03/29,5,It's a good game
Sam Vich,2023/04/15,5,I asked for brother potato and I received it
Joseph B.,2023/04/23,5,life is good
Jake Sandvik,2023/04/12,5,Great time killer.
Paul Laurens,2023/05/10,5,Great so far
Robb Craft,2023/03/28,2,Add portrait play
Hiếu Ngô,2023/06/05,4,Cant unlock streamer
Ryan Devoe,2023/07/16,5,Worth the 5$
Iulian Lumanare,2023/05/28,5,Bro totally Tato
Cody Parana,2023/04/26,5,great time killer
Kristian Lloyd,2023/04/11,5,Mod support pls
Jaime Lomeli,2023/05/07,5,dope time killer
Chitvan Zadoo,2023/11/11,5,"When I first tried it, I couldn't connect with it and removed it. After a few months I decided to give it another go and man does this game rock. It is a really enjoyable experience with minmaxing different builds and surviving as long as possible. Thank you devs waiting for more cool projects from you guys in future."
Aaron Roney,2023/11/11,5,"Very good. Explorer is the best suit so far. Extra tree spawns, a bigger map, and a turret for every tree kill equaled mayhem madness. One time, I counted 35 turrets. Plus my six guns. Awesome. No ads. No pay wall. Why complain.. keep it up. Keeper"
LightningWolf,2023/11/11,5,"love this game. haven't reached 20 yet, but it's fun"
Ty Robertson,2023/11/11,5,"I've played A TON of this on PC. It's super good, and I am so happy to discover that the mobile port is excellent."
TARRANT JILES,2023/11/11,4,Really A Fun Game
Liam Bradshaw,2023/11/10,5,very fun addictive game.
Lamont Pinder III,2023/11/11,5,pretty good
Shaun Fisher,2023/11/11,5,good game
Chris,2023/11/11,5,awesome game
Chad Humitz,2023/11/06,5,super fun
Alexis Marquez,2023/11/05,5,cool
Bob Davies,2023/11/11,5,fun
Nick Morgan,2023/11/06,5,good
David Pitman,2023/11/05,5,f'in funny......!!!!!!!
John Bonilla,2023/11/06,5,potat
Joe mama (Ragnarok Dragon),2023/11/06,5,BROTATO
anepileptic epileptic,2023/11/06,5,wicked
curtis shannon,2023/11/06,5,njce
Dustin Schultz,2023/11/10,5,greeeeat game
Francis Bautista,2023/10/07,5,Nice game.
Ben Bleiweiss,2023/10/02,5,love it!
Ethan Hamp,2023/10/08,5,Good game
Tanner Lemmon,2023/09/28,5,Super Fun
Jeremiah Graham,2023/09/17,5,amazing game
Cody Davis,2023/09/24,5,fun
Mick van Atten,2023/09/20,5,great
Nate Hawn,2023/09/17,5,nicesss
Amor,2023/09/12,5,💖
Dan Gentz,2023/09/04,5,Great game. 👍
Ben Bjornstedt,2023/08/20,4,fun
Gareth Kenna,2023/09/09,5,just awesome
Cole McNaughton,2023/08/27,5,good game
Jonathan Lam,2023/08/25,5,Very fun
Andrea Patrizi,2023/08/30,5,awesome game
Johnsen Wong,2023/09/11,5,Good game
Valorian,2023/09/03,5,Good
Hanz Meier,2023/08/20,5,Great
Austin Davies,2023/09/01,5,mmm
Paulo Camargo,2023/08/24,5,booooommmm
kovannon cardinal,2023/08/12,5,Good game :)
Marquita Ramirez,2023/08/04,5,fun game
J “Moses”,2023/07/20,5,Good game
William McLaughlin,2023/07/22,5,best game
Simon Christof P.,2023/08/15,5,awesome game
Kingsley Eden,2023/07/23,5,amazing
Justin Bennett,2023/08/18,5,fun
Thomas Paul Unterburger,2023/08/03,5,great
Andri Morderca,2023/08/13,5,Jak przenieść zapis na inny telefon?
Ben,2023/07/29,5,Fuuuuuuuuuuuuuuuuuun!!!
Clay Gower,2023/08/01,5,POTATOS
David Gamarra,2023/08/09,5,Very based
Chris R,2023/07/13,5,love it!
M G,2023/07/16,5,love this
Raghav Subramaniam,2023/07/18,5,potato
Error Again,2023/07/03,5,dari steam ke pone. blh la tuk buang masa
George Tivey,2023/06/27,5,super fun 😊👍
brian panipak,2023/07/08,3,Fun
DurdeeBurd,2023/07/08,5,great fun
5A8R3,2023/07/03,5,Great game
Ronald Ruslan,2023/06/27,5,Cute game
louis lord,2023/07/08,5,Simply amazing
Mitch Hays,2023/07/08,5,good game
Dylan Blair,2023/07/01,5,very fun
Xeikko,2023/07/07,5,Very fun
SLIMEBOOSTER,2023/07/01,5,Is good
Stephen Lopez,2023/07/09,5,Fun
Tomolo LP,2023/07/04,5,Love it
Duy Nguyên Hà,2023/07/12,5,love it
Noah D.,2023/06/22,5,good
Marius,2023/06/23,5,Awesome
Jacob Cressman,2023/06/23,5,🥔
Tune Seeker,2023/06/25,5,banger
ryan weilds,2023/06/29,5,wow
Kenny Nguyen,2023/06/29,5,crazy
Dylan Dutkiewicz,2023/06/13,5,perfect game 🎮
Neal Osborne,2023/06/07,5,great game.
Calven Alston,2023/06/10,5,Best game 🎮 👌
Danny Romero,2023/06/13,5,Fun!
Chris Shephard,2023/05/23,5,so so fun
Joe Montes,2023/05/23,5,very fun
Evan Pech,2023/06/02,5,awesome game
Connor C,2023/06/30,5,good game
A James,2023/07/18,5,Great port
Brian Guhl,2023/06/21,5,good port
Corrin Freeman,2023/05/24,5,amazing game
Mitchell Smith,2023/05/26,5,great game
Justin Brown me call in,2023/05/27,5,great game
Lloyd Vincent Abando,2023/06/19,5,Good
Brandon Klawitter,2023/05/18,5,fun
Christopher Murphy,2023/06/17,5,fun
James LeVan,2023/05/16,5,fun
DreadVegas,2023/06/16,5,amazing
Joshua Steinbrink,2023/06/08,5,great
Immanuel Dizer,2023/05/20,5,... nice
K. D,2023/06/04,4,brooo
Santiago Buada,2023/05/25,5,Dope
The Jason Vorns,2023/06/12,5,pog
Tal,2023/05/30,5,HP
Brett Fletcher,2023/06/16,5,y not
SoulBlazzer's gameing and stuff,2023/06/09,5,funni potat
Charlie Turner,2023/05/18,5,real game
edward plant,2023/05/14,5,good game
Owen Burrows,2023/05/15,5,fun
Landon Morrow,2023/05/14,5,Love it
specs Molly,2023/05/14,5,that
Bradley Connor,2023/05/10,5,Excellently fun.
Zach Eckert,2023/05/06,5,fun!
Emmanuel Roldan,2023/05/04,5,Fun game
nferranti,2023/04/27,5,great game
Dongjoon Gin,2023/05/05,5,amazing fun
W Filyp,2023/04/20,5,Fun game
Lemon Tree (wads1321),2023/04/21,5,good game
Shimon Gal,2023/05/10,5,Pure fun
Fionnan McGill,2023/05/07,5,Very fun
ZEKE BILGERE,2023/04/21,5,awesome game
Artorias,2023/05/06,5,Amazing👍🤘👍🤘
Maryland Rosson,2023/05/01,5,good
Tabuu,2023/05/04,5,Fun
Gregory Lennox,2023/04/23,5,fun
Kevin Clee,2023/04/21,5,fun
Isaac S,2023/04/26,5,cool
michelle Zywicki,2023/05/03,5,amazing amazing
Eman Mossadad,2023/05/01,5,good
Max Gast,2023/05/06,5,good
Shippo McMuffin,2023/04/25,5,fun fun
Rob Hunter (RobRetro89),2023/04/20,5,Rad af 420/10
Mehki Hall,2023/04/23,5,l8ke
Ryan Yu,2023/05/03,5,oyuhhhh
Jake King,2023/04/28,5,tato
Anthoy Hebert,2023/05/12,5,I like it
James Weidenbacher,2023/04/25,5,Addicting
Gerard Mattie,2023/05/01,5,Nockoice
Dillin Mcmullen,2023/04/27,5,brotastic
Omar Villegas,2023/04/20,5,🥰🥰🥰
Kay Montalvo,2023/04/12,5,Addictive ASF!!!!
Ian McPherson,2023/04/21,5,good game
Fernando Rodriguez,2023/04/17,5,great port
Joel Swisher,2023/04/15,5,fun
Keegan Anderson,2023/04/13,5,I love it
John Larkin,2023/04/12,5,I love it
Moses Caleb Gutierrez,2023/04/13,5,good
Shaun du Preez,2023/04/15,5,Fun
Anna Pierce,2023/04/17,5,love it
Jean-Luc Rankin,2023/04/11,5,Great port!
Finn Wlwl,2023/04/10,5,"El juego es muy divertido, valió la pena pagar por el"
Jeff Davies,2023/04/11,5,effin awesome!!
Gaius Ovidius,2023/04/13,5,Fantastic
28andrewthegreat,2023/04/10,5,Awesome
MainDeadpanda Logan,2023/04/11,5,Fun
Ashen,2023/04/13,5,Spudtacular 😎👉👉
Björn Tombrink,2023/04/12,5,Iz gud
Ayden Boyer,2023/04/15,5,Amazing.
Rhys Warburton,2023/04/06,5,Amazing
Tùng Dương Doãn,2023/03/31,5,nice
Henrik Mahla,2023/03/29,5,great game
Sky B,2023/04/13,5,I love it
James Collman,2023/03/29,1,Für meinen Geschmack ist der Schwierigkeitsgrad etwas zu hoch. Habe jetzt mehre Stunden probiert und noch keinen Run auf Stufe 20 abschließen können.
Jonathan H,2023/03/29,5,"Super geile Nummer, das zu porten! Ist es vielleicht möglich, sich zukünftig mit seinem Steamaccount zu verbinden (Crosssave)? Das wäre richtig lecker! Danke, danke, danke!"
Isaac Latinik,2023/04/09,5,Very fun
Riggy Riggs,2023/11/06,5,Great game!
Dakota Darling,2023/07/13,5,good soup
Dai Mia,2023/04/07,5,Nice game
Jared Fales,2023/09/21,5,great
aseel shahbain,2023/11/10,5,Fun
Baba Baba,2023/06/17,1,stupid af
